ERR1887394_1.fastq.res,ERR1887395_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0,10.05,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
