SRR7239362_1.fastq.res,SRR7239363_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.0,2.42,Eukaryota,Metazoa,Chordata,Actinopteri,Spariformes,Sparidae,Lithognathus,
34.88,40.62,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,,
0.0,18.61,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
15.34,0.0,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,
0.0,11.85,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,Aegypius monachus
379.91,303.47,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila chrysaetos
4112.4,3263.41,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,
4.26,5.38,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,
13.969999999999999,1.99,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Gampsonyx,Gampsonyx swainsonii
10.3,2.42,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Gampsonyx,
341.2,1192.25,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla
941.67,860.5600000000001,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus
2442.22,1960.5,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,
11785.7,11701.38,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,,
26.74,14.309999999999999,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes aura
15.43,4.4,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,
29.89,31.28,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,
9.21,5.09,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus
0.0,2.84,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,
340.5,260.76,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Cathartidae,,
163.42000000000002,100.43,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,,,
10.36,0.0,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Pandionidae,,
0.0,6.63,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,
232.12,202.03,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
3092.05,58.17,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,
7.73,15.22,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser
27.71,6.07,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser erythropus
24.81,11.08,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,
592.3,2732.3,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,,
33.43,37.51,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,,,
63.37,31.28,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Chaetura,Chaetura pelagica
26.12,29.94,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,Chaetura,
166.32,181.76000000000002,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Apodidae,,
20.69,16.490000000000002,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,,,
18.33,26.52,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Calypte,Calypte anna
33.35,20.27,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Calypte,
0.0,9.04,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,Colibri,Colibri coruscans
1038.27,1773.09,Eukaryota,Metazoa,Chordata,Aves,Apodiformes,Trochilidae,,
100.28,76.42,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx mantelli
13.02,20.73,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx rowi
210.03,208.24,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,
1086.76,1097.7,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,Apterygidae,,
115.97,121.34,Eukaryota,Metazoa,Chordata,Aves,Apterygiformes,,,
62.19,72.21000000000001,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,Buceros rhinoceros
293.58,97.09,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,
91.1,262.96000000000004,Eukaryota,Metazoa,Chordata,Aves,Bucerotiformes,Bucerotidae,,
278.01,133.19,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus carolinensis
346.32,318.4,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,
27.96,0.0,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,
3051.3199999999997,1685.3200000000002,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,,
0.0,21.6,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctipolus,
518.79,925.05,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,,,
4.36,2.43,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,
16.41,3.39,Eukaryota,Metazoa,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius grandis
881.04,732.4499999999999,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,Cariama,Cariama cristata
1103.22,747.61,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,Cariama,
619.8100000000001,676.47,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,Cariamidae,,
11.34,19.46,Eukaryota,Metazoa,Chordata,Aves,Cariamiformes,,,
7.28,13.72,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae
108.57,81.74000000000001,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,
2161.57,2804.49,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,Dromaiidae,,
2.96,4.1,Eukaryota,Metazoa,Chordata,Aves,Casuariiformes,,,
2.71,0.81,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Burhinidae,,
369.18,350.68,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus
2311.19,2219.11,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,
1045.8799999999999,1071.61,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,,
2.57,2.56,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Phegornis,
37.95,34.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Charadriidae,Phegornis,Phegornis mitchellii
6.16,0.0,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,
0.0,3.39,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Haematopodidae,,
0.0,6.33,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus argentatus
7.23,3.77,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Laridae,,
37.12,75.28,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,,,
8.5,13.85,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius
114.69,122.1,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris pugnax
592.6,550.8199999999999,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,
1899.8799999999999,1708.94,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Scolopacidae,,
0.0,2.81,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Turnicidae,,
47.19,17.490000000000002,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Balaenicipitidae,Balaeniceps,Balaeniceps rex
4.2,4.12,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Balaenicipitidae,Balaeniceps,
49.67,0.0,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia,
462.07,412.91,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Ciconiidae,,
281.19,7.9399999999999995,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,,,
494.91,719.34,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,,
205.05,296.36,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,
2.3,2.66,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,Pterocles exustus
142.34,118.91,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Pteroclidae,Pterocles,Pterocles gutturalis
5.6,10.33,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Scopidae,Scopus,
27.47,7.9,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Scopidae,Scopus,Scopus umbretta
36.82,41.59,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Colius,Colius striatus
273.59000000000003,279.94,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,Colius,
76.42,146.69,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,Coliidae,,
8.36,0.0,Eukaryota,Metazoa,Chordata,Aves,Coliiformes,,,
898.54,2081.72,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Caloenas,
65.21000000000001,70.99000000000001,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia
236.85,193.23000000000002,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Columba,
588.69,647.76,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,,
14.82,0.0,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,
0.0,5.01,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Treron,
12.09,2.77,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron vernans
117.03999999999999,37.14,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,,,
513.81,366.8,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus,Leptosomus discolor
1041.92,923.0699999999999,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus,
339.3,471.59,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Leptosomidae,,
44.519999999999996,38.91,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops nubicus
58.43,57.11,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,Merops,
29.84,56.08,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Meropidae,,
11.68,20.78,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,Momotidae,Momotus,Momotus momota
0.0,2.27,Eukaryota,Metazoa,Chordata,Aves,Coraciiformes,,,
14.73,30.29,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculus canorus
92.15,97.8,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,
50983.39,52055.57,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,Cuculidae,,
3.14,12.32,Eukaryota,Metazoa,Chordata,Aves,Cuculiformes,,,
41.59,110.95,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco cherrug
417.78,323.62,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco peregrinus
507.37,575.08,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Falco,
2.44,19.759999999999998,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Micrastur,Micrastur semitorquatus
8.64,4.7,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,Micrastur,
3414.46,3321.9700000000003,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,Falconidae,,
9.81,29.35,Eukaryota,Metazoa,Chordata,Aves,Falconiformes,,,
4.52,8.39,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Megapodiidae,,
69.61,100.96,Eukaryota,Metazoa,Chordata,Aves,Galliformes,,,
262.48,332.07,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,,
58.21,38.1,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,Numida,
0.0,3.02,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris
0.0,3.01,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,Cyrtonyx montezumae
13.09,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,Cyrtonyx,
2.79,4.07,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Odontophoridae,,
14.8,24.97,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Afropavo,Afropavo congensis
9.8,9.370000000000001,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Afropavo,
42.1,24.939999999999998,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Alectoris,Alectoris rufa
2.79,7.71,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Alectoris,
33.03,7.08,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Argusianus,Argusianus argus
5.140000000000001,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Argusianus,
19.6,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Excalfactoria,Excalfactoria chinensis
22.17,29.810000000000002,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Francolinus,Francolinus francolinus
16.69,2.62,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Francolinus,
79.12,71.81,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Galloperdix,Galloperdix spadicea
195.5,168.83,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Galloperdix,
285.71,218.45999999999998,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
130440.63,133299.4,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,
37.29,14.95,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Haematortyx,Haematortyx sanguiniceps
10.83,7.19,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Haematortyx,
5.53,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,Lophophorus impejanus
9.56,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Lophophorus,
3.16,6.25,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo
39.3,38.71,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Meleagris,
691.96,579.93,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,,
2.4,76.2,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Pavo,Pavo cristatus
11.58,54.06,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,
37.08,0.0,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,Polyplectron bicalcaratum
5.5,1.97,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Polyplectron,Polyplectron malacense
2.35,2.03,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Rollulus,
51.38,20.6,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Rollulus,Rollulus rouloul
23.35,14.55,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia immer
757.35,549.78,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia stellata
1539.15,1335.98,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,
491.3,604.08,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,Gaviidae,,
36.61,90.24000000000001,Eukaryota,Metazoa,Chordata,Aves,Gaviiformes,,,
155.81,479.34999999999997,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,Eurypyga,Eurypyga helias
422.2,320.78000000000003,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,Eurypyga,
121.96,131.68,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Eurypygidae,,
0.0,2.38,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Antigone,Antigone antigone
419.02,230.86,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Balearica,Balearica regulorum
639.5699999999999,679.77,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,Balearica,
446.73,449.58,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Gruidae,,
2230.7900000000004,2180.69,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,Mesitornis,Mesitornis unicolor
260.45,367.64,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,Mesitornis,
707.2,529.41,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Mesitornithidae,,
3.54,5.7,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,,,
23.520000000000003,5.21,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Ardeotis,Ardeotis kori
1.82,0.0,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Ardeotis,
271.47,253.14,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Chlamydotis,Chlamydotis macqueenii
680.28,620.67,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,Chlamydotis,
286.08,262.63,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Otididae,,
0.0,3.02,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Psophiidae,Psophia,
8.51,6.7,Eukaryota,Metazoa,Chordata,Aves,Gruiformes,Psophiidae,Psophia,Psophia crepitans
559.63,616.61,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,,
333.40000000000003,236.04,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,
329.89,227.98,Eukaryota,Metazoa,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco erythrolophus
2.04,0.0,Eukaryota,Metazoa,Chordata,Aves,,,,
4.0,44.39,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,,,
343.62,404.59999999999997,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,,
274.46,123.43,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus,
76.45,80.55,Eukaryota,Metazoa,Chordata,Aves,Opisthocomiformes,Opisthocomidae,Opisthocomus,Opisthocomus hoazin
87.43,86.14,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,Acanthisitta,Acanthisitta chloris
26.880000000000003,23.44,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,Acanthisitta,
43.66,49.88,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,,
733.88,622.3100000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica
1.85,2.74,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma californica x Aphelocoma woodhouseii
282.69,159.32999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma sumichrasti
426.23,307.33,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,Aphelocoma woodhouseii
310.57,283.33,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,
7.76,76.25999999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos
9.48,5.25,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus cornix
161.76,150.67000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,
193.1,178.85,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,,
7.99,5.16,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura striata
16.310000000000002,20.75,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,
1170.41,1477.51,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,,
211.52,144.43,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,
289.68,238.65,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata
3.78,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Vidua,
14.52,11.36,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Estrildidae,Vidua,Vidua macroura
0.0,5.22,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Emberiza melanocephala
6.24,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,
78.87,132.46,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,,
28.909999999999997,27.759999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,
23.5,5.26,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus canaria
4.55,4.01,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Icteridae,,
17.87,15.14,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis
38.89,29.369999999999997,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,
79.41,76.6,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Muscicapidae,,
219.4,350.51,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,,,
29.56,24.35,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus
57.370000000000005,19.43,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Cyanistes,
723.9399999999999,1022.9000000000001,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,,
13.639999999999999,3.84,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,
7.800000000000001,12.39,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major
79.5,49.489999999999995,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,
4.68,9.76,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Paridae,Pseudopodoces,Pseudopodoces humilis
3.56,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Junco,
25.049999999999997,25.1,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,,
9.0,5.28,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,
29.85,18.310000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis
0.0,0.52,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Passeridae,,
2.52,12.57,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,Corapipo altera
84.65,84.11,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Corapipo,
22.48,47.879999999999995,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
57.14,28.27,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,
9.82,14.87,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus
1223.76,10.5,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Manacus,
1765.42,1773.05,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,,
111.65,83.39999999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,
34.91,28.900000000000002,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Neopelma,Neopelma chrysocephalum
78.24,117.39,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,
3.74,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pipridae,Pipra,Pipra filicauda
8.879999999999999,2.54,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,Hydrornis guajana
2.58,2.78,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,Hydrornis,
3.53,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pittidae,,
132.59,76.16,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,,
96.48,57.9,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,
29.34,29.509999999999998,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
12.36,13.16,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,Geospiza fortis
9.58,18.36,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Geospiza,
63.99,59.53,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,,
2.69,0.0,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Timaliidae,,
20.43,21.03,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii
523.06,747.3599999999999,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,
493.4,339.22,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Tyrannidae,,
5.8,3.61,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Anhingidae,Anhinga,
482.98,399.86,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
760.06,564.5799999999999,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,
600.9300000000001,733.36,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Ardeidae,,
7.77,0.0,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Fregatidae,,
178.11,125.58,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,,,
1164.71,1304.18,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,,
1476.2,1669.02,Eukaryota,Metazoa,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,
