SRR7239362_1_1.fastq.res,SRR7239362_2_1.fastq.res,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
43.68,70.14,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,
165.4,128.89,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,Nestor notabilis
4.34,1.19,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,
15.7,10.31,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,Psittacula alexandri
41.96,31.77,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,Melopsittacus undulatus
197.44,146.95,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,Melopsittacus,
428.64,313.46999999999997,Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittaculidae,,
1.38,0.0,Eukaryota,Metazoa,Chordata,Aves,Rheiformes,,,
139.6,136.22,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,,,
25763.239999999998,28534.22,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri
103.25,109.8,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes patagonicus
42375.04,39298.18,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,
220.07000000000002,353.15,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
15.100000000000001,15.579999999999998,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysolophus
2015.98,2056.94,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,
611.88,599.0600000000001,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
633.6,672.86,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,
2.6,0.0,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes,
36898.89,39571.13,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,,
50007.58,48319.09,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,
157909.3,166846.82,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae
9.2,9.0,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis antarcticus
5985.54,7634.61,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua
674.43,831.05,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,
351.14000000000004,335.55,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus
12.870000000000001,9.780000000000001,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti
1968.77,1529.93,Eukaryota,Metazoa,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
288.13,353.93,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,,,
60.11,40.43,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia
132.59,503.14000000000004,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Athene,
0.6,0.6,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo bubo
11.57,11.27,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo scandiacus
1.79,0.0,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Bubo,Bubo virginianus
0.77,1.73,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Bubo,
3667.44,2882.28,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,,
0.7,0.0,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix nebulosa
242.15,251.98,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,,
261.49,368.93,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,Tyto,
496.58,296.86,Eukaryota,Metazoa,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba
3.86,5.77,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,,,
103.97,92.32,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,,
14.5,19.490000000000002,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,
25.43,56.67000000000001,Eukaryota,Metazoa,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus
250.59,179.37,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,,,
0.27,1.78,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,Eudromia elegans
1.21,0.0,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia,
521.96,717.39,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,,
16.75,32.18,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,
4.390000000000001,3.2100000000000004,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta perdicaria
158.81,11.76,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,
23.57,11.18,Eukaryota,Metazoa,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus guttatus
5.529999999999999,6.3500000000000005,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,,,
45.61,69.13,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Apaloderma,Apaloderma vittatum
17.82,20.03,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Apaloderma,
66.44,51.15,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,,
1.53,4.58,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,
11.36,15.54,Eukaryota,Metazoa,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,Trogon personatus
0.52,0.0,Eukaryota,Metazoa,Chordata,Aves,Upupiformes,Rhinopomastidae,,
1.57,1.99,Eukaryota,Metazoa,Chordata,Aves,Upupiformes,Rhinopomastidae,Rhinopomastus,
3.6,3.85,Eukaryota,Metazoa,Chordata,Aves,Upupiformes,Rhinopomastidae,Rhinopomastus,Rhinopomastus cyanomelas
0.0,1.42,Eukaryota,Metazoa,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,,
4.73,3.12,Eukaryota,Metazoa,Chordata,Chondrichthyes,Chimaeriformes,,,
0.0,0.51,Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Isurus,
0.56,0.0,Eukaryota,Metazoa,Chordata,Chondrichthyes,Lamniformes,,,
3.9099999999999997,0.0,Eukaryota,Metazoa,Chordata,Cladistia,Polypteriformes,,,
0.0,3.66,Eukaryota,Metazoa,Chordata,Cladistia,Polypteriformes,Polypteridae,Erpetoichthys,
12.74,35.21,Eukaryota,Metazoa,Chordata,Cladistia,Polypteriformes,Polypteridae,,
0.26,0.38,Eukaryota,Metazoa,Chordata,Lepidosauria,Sphenodontia,Sphenodontidae,,
1.32,0.39,Eukaryota,Metazoa,Chordata,Lepidosauria,Sphenodontia,Sphenodontidae,Sphenodon,
8.61,14.84,Eukaryota,Metazoa,Chordata,Lepidosauria,Sphenodontia,Sphenodontidae,Sphenodon,Sphenodon punctatus
0.0,7.14,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Agamidae,,
0.61,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Colubridae,Pantherophis,
0.0,0.4,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
0.56,1.44,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis carolinensis
0.0,0.47,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,
20497.56,4749.58,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Dactyloidae,,
6.12,13.19,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,,
2.75,7.32,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,
0.22,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,Gekko,Gekko japonicus
55.01,51.67,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,,
14.04,13.3,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Gekkonidae,Phelsuma,Phelsuma guttata
0.0,0.46,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Iguanidae,Gambelia,Gambelia wislizenii
11.24,12.83,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Iguanidae,,
3.14,2.83,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,,
15.14,19.07,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,,,
1.34,0.36,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,,
0.0,0.68,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Phrynosoma,
0.0,0.27,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Phrynosoma,Phrynosoma douglasii
0.33,0.33,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Phrynosoma,Phrynosoma orbiculare
0.57,1.63,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,
2.64,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus aeneus
0.0,0.54,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus bimaculosus
0.0,0.62,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus consobrinus
0.0,2.41,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus couchii
0.0,0.4,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus formosus
0.0,0.3,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus grammicus
0.0,1.78,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus horridus
2.88,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus insignis
0.0,0.27,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus maculosus
0.25,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus malachiticus
0.0,0.23,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus minor
0.0,0.24,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus ochoterenae
0.0,1.13,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus parvus
0.97,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Sceloporus,Sceloporus stejnegeri
0.0,0.38,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Pythonidae,Python,Python bivittatus
0.31,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Scincidae,Emoia,
0.0,0.63,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Scincidae,Lobulia,Lobulia elegans
1.2,1.86,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Scincidae,Mesoscincus,Mesoscincus managuae
0.0,0.41,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon,Plestiodon fasciatus
0.85,0.0,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Scincidae,Scincus,Scincus scincus
0.0,0.89,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Varanidae,Varanus,
0.0,0.99,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,
27.62,20.17,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,,
6.87,16.91,Eukaryota,Metazoa,Chordata,Leptocardii,Amphioxiformes,Branchiostomidae,,
2.95,0.48,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera bonaerensis
1.15,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,
2.14,3.13,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Balaenopteridae,,
0.0,16.41,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,
77.86,16.37,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,,
3.32,0.83,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries
2.85,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,
15.3,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Camelidae,,
9.96,22.17,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,,
0.25,0.53,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Lipotidae,Lipotes,Lipotes vexillifer
33.29,1.29,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Lipotidae,,
11.13,8.12,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,,,
0.78,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,Physeter catodon
0.0,1.49,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,,
0.83,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
3532.97,374.63,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,,
1.57,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,
0.0,8.07,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Catopuma,Catopuma temminckii
6.43,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Catopuma,
109.82,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Felis,
3374.43,1221.1000000000001,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,,
0.0,22.82,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Panthera,
8.26,3.21,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,,,
3.1100000000000003,3.0599999999999996,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus
0.51,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,
36.0,46.76,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,,
0.0,1.01,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,
0.3,0.3,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes,Leptonychotes weddellii
1.75,3.71,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,,
11.6,14.35,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Ursidae,Ursus,
1.38,0.46,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Hipposideridae,,
6.78,3.94,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,,,
1.7,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,
5.4399999999999995,14.270000000000001,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Phyllostomidae,,
0.0,0.89,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,,
1.39,1.83,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,
12.55,10.47,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii
0.0,0.58,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,
0.78,0.52,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis lucifugus
8.82,0.56,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,
7228.9400000000005,5617.03,Eukaryota,Metazoa,Chordata,Mammalia,Chiroptera,Vespertilionidae,,
4.68,8.96,Eukaryota,Metazoa,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,,
2.98,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,
0.44,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Dermoptera,Cynocephalidae,,
0.0,0.43,Eukaryota,Metazoa,Chordata,Mammalia,Diprotodontia,,,
7.19,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Diprotodontia,Phascolarctidae,,
0.0,2.63,Eukaryota,Metazoa,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,
0.0,0.41,Eukaryota,Metazoa,Chordata,Mammalia,Diprotodontia,Vombatidae,,
13.29,10.03,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Erinaceidae,,
255.69,114.56,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,,,
0.6,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura negrina
0.52,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura orientalis
3.53,3.56,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,
12.49,3.83,Eukaryota,Metazoa,Chordata,Mammalia,Eulipotyphla,Talpidae,Condylura,
10.14,35.1,Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,,,
3.31,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Macroscelidea,Macroscelididae,,
23.85,23.470000000000002,Eukaryota,Metazoa,Chordata,Mammalia,Monotremata,,,
38.94,25.9,Eukaryota,Metazoa,Chordata,Mammalia,Monotremata,Ornithorhynchidae,,
0.45,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus
0.0,0.77,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,
2.38,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,,
3.17,8.37,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,,,
3.11,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,
0.0,5.14,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Aotidae,Aotus,Aotus nancymaae
10.56,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Aotidae,Aotus,
23.88,3.2199999999999998,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cebidae,,
0.0,0.43,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis
0.84,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta
4.41,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,
255.51,3.41,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,,
1.39,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,Piliocolobus tephrosceles
1.31,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana
0.0,7.5,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,
40070.18,56.05,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cheirogaleidae,,
1.57,1.8,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Galagidae,,
0.0,0.99,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Galagidae,Otolemur,Otolemur garnettii
520.11,637.95,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
99.28999999999999,1934.82,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,
6843.0,7126.91,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,,
0.86,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii
47.629999999999995,114.46,Eukaryota,Metazoa,Chordata,Mammalia,Primates,,,
53.13,0.27,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Tarsiidae,,
1.09,0.43,Eukaryota,Metazoa,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus
1.95,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,
0.0,2.59,Eukaryota,Metazoa,Chordata,Mammalia,Proboscidea,Elephantidae,,
11.19,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,Heterocephalus glaber
69.2,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Bathyergidae,Heterocephalus,
395.82,7.74,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Bathyergidae,,
5.23,0.89,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Castoridae,,
1.3399999999999999,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Caviidae,,
3.3,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,
0.62,1.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,Cricetulus griseus
0.0,1.08,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,
0.25,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ochrogaster
199.9,96.01,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,,
0.63,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus
1.11,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys,
0.58,1.05,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Heteromyidae,,
1.97,0.98,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
1480.29,1526.3899999999999,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,
99.36999999999999,9.02,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,,
4.46,0.67,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,
19.95,6.67,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus
19.7,1.98,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus sp.
0.0,0.41,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unk_g,Muridae environmental sample
35.43,42.11,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,,,
1.1400000000000001,2.44,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Octodontidae,,
0.0,5.4,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Sciuridae,,
0.0,0.64,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Spalacidae,Nannospalax,
0.59,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Scandentia,,,
4.73,5.7,Eukaryota,Metazoa,Chordata,Mammalia,Scandentia,Tupaiidae,,
0.81,0.52,Eukaryota,Metazoa,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia chinensis
10.31,18.34,Eukaryota,Metazoa,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong dugon
3.84,2.74,Eukaryota,Metazoa,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,
0.7,0.0,Eukaryota,Metazoa,Chordata,Mammalia,Tubulidentata,Orycteropodidae,,
34.53,24.34,Eukaryota,Metazoa,Chordata,,,,,
0.0,0.3,Eukaryota,Metazoa,Chordata,unk_c,Coelacanthiformes,Coelacanthidae,,
1.71,4.8100000000000005,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,Alligator,Alligator mississippiensis
0.0,0.23,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,Alligator,Alligator sinensis
8.920000000000002,10.030000000000001,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,Alligator,
56.06,63.12,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Alligatoridae,,
30.86,12.63,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,Crocodylus,Crocodylus porosus
5.33,1.99,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,Crocodylus,
9.34,5.95,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Crocodylidae,,
2.57,5.1899999999999995,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Gavialidae,Gavialis,Gavialis gangeticus
8.95,8.26,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Gavialidae,Gavialis,
6.63,8.9,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,Gavialidae,,
44.980000000000004,65.23,Eukaryota,Metazoa,Chordata,unk_c,Crocodylia,,,
0.8,0.0,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Cheloniidae,Chelonia,Chelonia mydas
0.0,5.05,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Cheloniidae,Chelonia,
15.44,28.119999999999997,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Cheloniidae,,
5.69,6.140000000000001,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Chrysemys,Chrysemys picta
1.0899999999999999,6.74,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Chrysemys,
101.15,104.35,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,,
0.0,7.42,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Emydidae,Terrapene,
20.91,12.85,Eukaryota,Metazoa,Chordata,unk_c,Testudines,,,
0.39,0.0,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Pelomedusidae,,
0.0,0.39,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Pelomedusidae,Pelomedusa,
0.29,2.71,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Pelomedusidae,Pelomedusa,Pelomedusa subrufa
23.259999999999998,27.1,Eukaryota,Metazoa,Chordata,unk_c,Testudines,Trionychidae,,
